plan_id,tag,direction,kind,entry_time,entry,sl,tp,exit_time,exit_price,result,lot,pnl_pips,pnl_usd,entry_bar,exit_bar
200,ไม้1:แม่0%,BUY,LIMIT,2026-05-15 04:24:00,4609.555,4607.805,4613.055,2026-05-15 04:32:00,4613.055,TP,0.57,350.0,199.5,126600,126608
201,ไม้1:แม่0%,SELL,LIMIT,2026-05-17 22:09:00,4552.23,4556.656,4538.952,2026-05-17 22:21:00,4538.952,TP,0.22,1327.8,292.12,127605,127617
202,ไม้1:แม่0%,BUY,LIMIT,2026-05-18 00:07:00,4528.345,4526.197,4532.641,2026-05-18 00:08:00,4526.197,SL,0.46,-214.8,-98.81,127723,127724
203,ไม้1:แม่0%,SELL,LIMIT,2026-05-18 19:06:00,4558.08,4562.588,4549.064,2026-05-18 19:25:00,4549.064,TP,0.22,901.6,198.35,128862,128881
204,ไม้1:แม่0%,SELL,LIMIT,2026-05-18 23:06:00,4580.403,4581.947,4577.315,2026-05-18 23:11:00,4581.947,SL,0.64,-154.4,-98.82,129042,129047
205,ไม้1:แม่0%,BUY,LIMIT,2026-05-19 00:06:00,4578.91,4576.988,4582.754,2026-05-19 00:06:00,4582.754,TP,0.52,384.4,199.89,129102,129102
206,ไม้1:แม่0%,BUY,LIMIT,2026-05-19 00:27:00,4572.377,4569.983,4577.163,2026-05-19 00:28:00,4569.983,SL,0.41,-239.3,-98.13,129123,129124
207,ไม้1:แม่0%,SELL,LIMIT,2026-05-19 09:26:00,4546.435,4548.325,4542.655,2026-05-19 09:28:00,4542.655,TP,0.52,378.0,196.56,129662,129664
210,ไม้1:แม่0%,SELL,LIMIT,2026-05-20 14:19:00,4497.155,4502.875,4479.995,2026-05-20 14:19:00,4502.875,SL,0.17,-572.0,-97.24,131335,131335
211,ไม้1:แม่0%,SELL,LIMIT,2026-05-21 01:14:00,4559.3,4562.588,4552.724,2026-05-21 01:23:00,4562.588,SL,0.3,-328.8,-98.64,131930,131939
212,ไม้1:แม่0%,BUY,LIMIT,2026-05-21 05:10:00,4530.75,4529.352,4533.546,2026-05-21 05:17:00,4529.352,SL,0.71,-139.8,-99.26,132166,132173
213,ไม้1:แม่0%,SELL,LIMIT,2026-05-21 17:12:00,4528.015,4530.251,4523.543,2026-05-21 17:12:00,4530.251,SL,0.44,-223.6,-98.38,132888,132888
214,ไม้1:แม่0%,BUY,LIMIT,2026-05-22 05:59:00,4510.835,4506.557,4519.391,2026-05-22 06:05:00,4519.391,TP,0.23,855.6,196.79,133595,133601
215,ไม้1:แม่0%,SELL,LIMIT,2026-05-25 14:08:00,4569.523,4570.901,4566.767,2026-05-25 14:30:00,4566.767,TP,0.72,275.6,198.43,135464,135486
217,ไม้1:แม่0%,SELL,LIMIT,2026-05-26 09:21:00,4524.695,4525.815,4522.455,2026-05-26 09:23:00,4522.455,TP,0.89,224.0,199.36,136406,136408
218,ไม้1:แม่0%,BUY,LIMIT,2026-05-26 09:34:00,4518.125,4516.549,4521.277,2026-05-26 09:35:00,4516.549,SL,0.63,-157.6,-99.29,136419,136420
222,ไม้1:แม่0%,BUY,LIMIT,2026-05-27 17:11:00,4442.845,4441.13,4446.274,2026-05-27 17:16:00,4446.274,TP,0.58,342.9,198.89,138254,138259
223,ไม้1:แม่0%,SELL,LIMIT,2026-05-27 22:02:00,4463.345,4465.039,4459.957,2026-05-27 22:02:00,4465.039,SL,0.59,-169.4,-99.95,138485,138485
224,ไม้1:แม่0%,SELL,LIMIT,2026-05-28 00:20:00,4452.855,4454.535,4447.815,2026-05-28 00:23:00,4447.815,TP,0.59,504.0,297.36,138623,138626
225,ไม้1:แม่0%,BUY,LIMIT,2026-05-28 00:30:00,4445.27,4443.694,4448.422,2026-05-28 00:31:00,4443.694,SL,0.63,-157.6,-99.29,138633,138634
226,ไม้1:แม่0%,BUY,LIMIT,2026-05-29 05:35:00,4507.361,4506.361,4509.361,2026-05-29 05:35:00,4506.361,SL,1.0,-100.0,-100.0,140318,140318
227,ไม้1:แม่0%,SELL,LIMIT,2026-05-29 07:37:00,4523.465,4525.423,4519.549,2026-05-29 07:44:00,4525.423,SL,0.51,-195.8,-99.86,140440,140447
228,ไม้1:แม่0%,BUY,LIMIT,2026-05-29 12:03:00,4530.218,4528.587,4533.481,2026-05-29 12:03:00,4528.587,SL,0.61,-163.1,-99.52,140706,140706
229,ไม้1:แม่0%,BUY,LIMIT,2026-06-02 12:39:00,4523.635,4521.713,4527.479,2026-06-02 12:47:00,4521.713,SL,0.52,-192.2,-99.94,143502,143510
230,ไม้1:แม่0%,BUY,LIMIT,2026-06-02 17:38:00,4483.55,4482.032,4486.586,2026-06-02 17:39:00,4482.032,SL,0.65,-151.8,-98.67,143801,143802
232,ไม้1:แม่0%,BUY,LIMIT,2026-06-03 04:23:00,4480.375,4479.136,4482.852,2026-06-03 04:27:00,4479.136,SL,0.8,-123.9,-99.09,144386,144390
234,ไม้1:แม่0%,BUY,LIMIT,2026-06-04 13:56:00,4498.32,4495.78,4503.4,2026-06-04 13:59:00,4495.78,SL,0.39,-254.0,-99.06,146339,146342
237,ไม้1:แม่0%,SELL,LIMIT,2026-06-05 09:17:00,4468.065,4469.951,4462.407,2026-06-05 09:29:00,4462.407,TP,0.53,565.8,299.87,147440,147452
238,ไม้1:แม่0%,SELL,LIMIT,2026-06-08 09:41:00,4293.645,4297.627,4281.699,2026-06-08 09:46:00,4297.627,SL,0.25,-398.2,-99.55,148844,148849
